# 未使用数据(仅供参考，非批次文件)
# 这里是当前剩余、尚未进入任何批次的评论。
# 每次运行 01_sampling_data.py 后本文件会被刷新。

[ID:玩家832] [rating:1] 47级陆军老玩家.这游戏对不开挂的玩家太不友好了.巢穴怪抓不了,神行还费灵力,一大堆飞机党天天不愁敲鼓不愁抓怪的.别的不说,一个线下拒宅活动,地图上一大堆人在这儿,而实际就三四个人在,别的都是飞过来的,垃圾游戏

[ID:一起来捉妖辣鸡] [rating:1] 辣鸡游戏各种圈钱.明明没开挂还充了几千块钱无缘无故就被封了.这个垃圾游戏举报了都不核实的直接就封号而且只封三天不永久封是怕玩家流失没人充钱吧.劝大家都没玩..辣鸡游戏各种圈钱.明明没开挂还充了几千块钱无缘无故就被封了.这个垃圾游戏举报了都不核实的直接就封号而且只封三天不永久封是怕玩家流失没人充钱吧.劝大家都别玩.

[ID:还不到名字] [rating:2] 外挂横飞.先是外挂到处但是,搞得游戏无法经营,很多人退游,然后搞个垃圾嘉年华导致大部分人退游,然后所谓的严打外挂,偶尔封一两个都是3天的做做样子,不敢封太多怕别人退游,现在日以继夜的出新的,降低奖励,给蚊子腿人家吃,坑人充钱,对外挂更是置之不理,举报都不受理,老玩家100个走剩那么几个,还有好多小朋友傻傻的下载去玩,浪费时间,让人坑钱.

[ID:XHZSJ] [rating:1] 进不去.从首次打开到现在有1周了,老是打不开,连注册都没有注册

[ID:我的昵称你爹] [rating:1] 正义的御灵师.只要组织几个人去举报一个圈子,就可以把整个圈子给封了,这游戏,根本没有什么可以玩下去的了,3个月内肯定下架

[ID:播客能] [rating:5] 一起来捉妖.这个游戏非常好,不仅锻炼身体还可以抓妖灵.真是一举两得,但是一定要注意安全哦～

[ID:小葫芦淡游记] [rating:1] 不建议玩.配猫猫不出,买猫还有人低买高卖,甚至还有专门开挂的抢半套铃铛,我就呵呵了

[ID:郑仁镪] [rating:1] 苹果6玩不了的游戏.下载后完全玩不了,好气人.

[ID:路人小帅] [rating:1] 做游戏做的这么水的.冲了88笔记收钱不给开的

[ID:8245556856] [rating:1] 氪金党来给差评.氪了不少钱,体验还不如平民玩家.策划的垃圾让我见到了就高度

[ID:上当了！！！！！了了了] [rating:1] 小心受骗.千万看清,充三十快专家笔记根本拿不全奖励,系统也不说明,这已经算欺骗了

[ID:开心12334455667764323564] [rating:2] 我退游的原因.今年6月玩的捉妖,刚开始感觉很有意思,每天都花几个小时在捉妖上.但渐渐的熟悉了之后新意就不大了,但还是一直在玩.中间有一次广州嘉年华导致游戏很不公平的一次,一半人都走了,但我感觉没什么.毕竟参加嘉年华的人花费也不少,难道你没花钱和人家花钱的享受一样就公平了.不过这次青龙出来我就再也不想玩了,本来就是一个休闲的游戏,却被硬生生的改成氪金了.你或许可以说我不要青龙不就行了,呵呵,本来就把这当成一个收藏游戏,有收不到的妖灵不是很难受吗,况且打着游戏就剩收藏的乐趣了.（一个平民玩家）

[ID:djsndgajk] [rating:1] 垃圾游戏.玩到45级一只自己抓的满资都没有,就一个满资还是所有人都有满资的活动开的,灵石也开不出来满资,好不容易跟人学的开挂,别人跟我用同一个挂,他每次被封几个小时15分钟,而且还有检测开挂提醒,就我啥都没有,一封就是3天,这也就罢了,这次一回来,我好不容易每次跑几千米打的擂台,10个第一3个第二全给我移除了...我实在忍不了了,我太难过了,太委屈了.我要给你差评,必须差评.

[ID:飞飞de脑袋] [rating:1] 游戏是好游戏.本来挺好的游戏叫策划搞坏了还走路满世界的飞机全是空军这个游戏最大的特点就是充钱和补充钱没区别表示呵呵2策划

[ID:Somnus777] [rating:3] 为什么总是更新,没完没了的更新.为什么总是更新,没完没了的更新

[ID:陈羽修] [rating:5] 👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻.👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻

[ID:fsfztdhwb] [rating:1] 垃圾策划.这次更新,大大加深了金钱的臭味,我就问一句策划,你是不是想故意毁了这游戏啊...

[ID:夏季新款松井石根看到惊喜哈哈] [rating:1] 没意思.从以前的几百万预约亮到现在的几十万预约量,还有多少人玩,游戏这么坑钱就没意思了早晚得凉.

[ID:受虐达人] [rating:1] 又黑钱又没意思.策划搞活动无比随意,引发大量玩家不满.妖灵说削弱哪个和闹着玩一样,一下削到底.虚拟定位外挂满天飞得不到解决,举报也没人管.一步错步步跟不上的游戏,新版本更新后变得越来越黑钱了,本来玩家就没几个,现在更少了.

[ID:爱奇艺会员之一！] [rating:1] 资质的乐趣哪去了..现在越来越多的人退坑了,新更新的活动送条龙资质还那么垃圾,这么让人心寒,官方的良心不会疼么.

[ID:赢得不亦乐乎斯基] [rating:1] 垃圾游戏.10次配猫,出两套装,真是不用玩,每次亏几百,玩蛇

[ID:香奈儿111111] [rating:1] 辣鸡游戏,一个靓boss都不给我.辣鸡游戏

[ID:小仙儿] [rating:1] 非常差劲.策划眼里只有钱..平民玩家没有生存空间.越来越变态的让你充钱.

[ID:不当大侠好多年] [rating:5] 快要凉凉了.本来是个好游戏死在策划手里收完最后一波韭菜估计也差不多了

[ID:普通的一个人2333] [rating:1] 一个游戏要混到靠广告来保持评分我不知道还有什么理由继续玩下去.垃圾游戏

[ID:月霁风光] [rating:4] 这是实话.游戏虽然有一定模仿抄袭,但是还算可以,挺好玩,对战有一定技术但是主要靠肝,也就是玩得久就强.有些小细节策划不太走心,活动经常被吐槽,但活动本身并不是很有问题,只是对虚拟定位外挂打击力度不够.总之,游戏有趣,但是需要的时间太多,且有着不少需要改进的地方.

[ID:昵称疯了] [rating:1] 千万别玩.这款游戏充再多钱,只有有人举报你就封号,完全无游戏体验,千万别玩

[ID:天空之雷] [rating:5] 抓到满龙人了,虽然隔了快二个月没抓到满的.感谢🙏游戏希望越做越好.

[ID:fslsp] [rating:4] 从来没抓过一只全满.我从出这个游戏开始玩到现在中间有退游一段时间我玩那么久从来没抓过一只全满我就两只全满一只灵石出的一只活动领的从来没抓过全满我朋友比我晚玩抓了4只全满了我

[ID:135446487] [rating:3] 一起来举报吧.游戏是好游戏,小妖怪很可爱,策划脑子不行,嘉年华伤透心,而且外挂横行,没办法解决游戏的平衡,而且存在误封严重,一起来捉妖,玩成了一起来举报,惭愧不.估计是新游戏,有时候存在一些bug比如说,有蛋的擂台有些玩家看不到蛋还能打,或者切宝宝蓝屏这些

[ID:但留清气满乾坤123] [rating:1] 垃圾游戏.刚充值就被封号,还没有退款通道,申诉n次未果,客服根本不把客户放在眼里.除了坑钱,一无是处,早晚凉凉.

[ID:还是高层次地提出把东西] [rating:1] 垃圾游戏乱封号.真是垃圾游戏被人投诉多了不管是不是外挂就封号真垃圾

[ID:拉玛库斯看什么书] [rating:5] 良心,太良心.良心游戏,高资不断ausjsiygysusyusgiyg

[ID:凤舜] [rating:3] 托儿,比较好..游戏都是拿钱当垃圾桶用呗.遇到不少垃圾托儿,不如喷了.

[ID:希望能治理] [rating:1] 飞机外挂满天飞.举报根本没用,盐城飞机外挂满天飞根本没人管,新疆的都能跑到江苏打擂台

[ID:Harry罗斯柴尔德] [rating:1] 在国外玩不了,充值了还不让退..真的是无奈

[ID:猴哥哥的马马先生] [rating:3] 柬埔寨玩不了.人在柬埔寨,然后突然在appstore里面看到这个游戏,心血来潮下载,完了打开,第一次碰到不给我玩的游戏.虽然还没玩这个游戏,但是就感觉很好玩的亚子.请尽快开发好吗.靴靴.

[ID:屠楚楠] [rating:1] 现在应该叫一起来举报.策划无能,游戏现在变成举报来举报去,毫无意义

[ID:HeseriHala] [rating:1] 谜一样的游戏思路.要酷不够酷,要萌不够萌.即没有竞技性,也缺乏娱乐性.限制极多,达成条件的过程也不有趣.过于鸡肋,已卸载.

[ID:小蛋叮。] [rating:1] 别看了五星都是刷的.挂满天跑脚本工作室乱飞bug也不修

[ID:与仓库塞满] [rating:1] 定位太差.这游戏有事没事,刚上线就定位到深圳,我知道你公司在深圳,但是没必要这么搞,一天都被封号,都没法玩

[ID:细宝坨] [rating:5] 不错.游戏确实还是不错,挺好玩得,妖灵真得很可爱,就是高资太少了,个人就比较喜欢收集各种可爱的宝宝

[ID:疑问请解答6678] [rating:2] 不合理.为什么换个手机系统登陆等级要从新来,太不合理了,想弃游了

[ID:卖的车的小女孩] [rating:1] 私自收集客户信息.软件私自收集用户信息,侵犯隐私.以签订不公平条约,获取用户常用地址,行驶轨迹等,越过苹果手机本身参数,软件自己非法收集.

[ID:施湾陈建州] [rating:5] 一起来捉妖.为什么不给我出金灵童子.再不出我想退游

[ID:幽默风趣的图片让我挺喜欢的] [rating:5] 好玩..太太太太太太太太太太太太太太好玩了.

[ID:汪二呆] [rating:1] 莫名其妙被封.莫名其妙被封,感觉真的很影响玩游戏心情.之前的连续签到都没用了,想想就很愚昧.找解封都没地方.后期完全跟不上…Bug不要太多,到处都是漏洞

[ID:姚晓梦] [rating:3] 游戏是好游戏.这游戏是好游戏可惜被做烂了外挂满天飞摊位不够灵石大量开2829的宠出来导致抓的2829的完全卖不掉这游戏已经脱坑几个月了被策划玩死的

[ID:念曾经的丶诺言] [rating:1] 什么破游戏.iOS和安卓同一个服本身就是一个错误,iOS的指定用不了辅助和外挂.安卓的各种辅助和外挂层出不穷,原来还只是摇杆定位什么的现在都是全自动的敲鼓加捉妖.里面的交易和升级的钻石一多半是iOS玩家充值,安卓只要用外挂捉高资质卖就行.要是iOS和安卓不同服也就罢了,安卓和iOS还非得同服,这样合理吗.我也支持国产,但是这样iOS玩家越来越少,只有一群安卓辅助和外挂玩家,这种游戏还能撑多久呢,让我们拭目以待吧

[ID:亟啊] [rating:1] 新版本越来越糊弄人.这游戏策划就是在当鸵鸟,一碰到问题就装死垃圾游戏,封号KPI完不成那正常玩家号开刀,没证据还乱锁头

[ID:我本良人阿呆] [rating:5] 游戏不错.游戏不错可惜不爱给我好的boss

[ID:lbwnp] [rating:4] 擂台还要再改进.雷台限制一下吧占10个就行了山河图一开全是别人的头像自己还是新手雷台根本够不到第一,有点影响新人体验,能不能改一下,这样发育太累了.那个第三都会被人打,素质很差.还有最好弄个天梯赛什么的.希望官方可以看见.

[ID:米糖纸] [rating:3] 居然自动5星..可以啊,刷分也就算了,还敢自动

[ID:出怪速度慢] [rating:3] 外挂毁了这个游戏.一开服就玩了,一开始是真的喜欢这个游戏,为了这个游戏散步,去散步的时候也发现外面的美,呼吸新鲜空气,吹这风,很暇意.但外挂从北方飞过来抢我的擂台,在擂台留言嘲讽我,看见视频秒开灵石,人家2个猴子,自己……我嫉妒心犯了,再见了

[ID:最深的就是计算机] [rating:1] 很烂的游戏.一手好牌打的稀烂祝你早日关服

[ID:皮洛神] [rating:1] 评论都是假的.评论都是假的不符合游戏内容

[ID:Qizong.] [rating:5] 好游戏.玩了3个星期赚了500退游了啧啧.

[ID:he999ming] [rating:5] 棒棒哒我玩的第一款手游.棒棒哒的我玩的第一款游戏,感觉再不玩要和年轻人脱节了.始于新鲜,限于运营（不断推出的新玩法,新妖怪）,点赞鼓励户外的初衷.建议多些山海经,封神榜,西游记聊斋志异的妖怪,有更多的代入感.也建议不仅仅局限于鼓励户外,适当来些消耗时间的“沉迷”也是很好的.总之有满资,咋样都行.

[ID:策划司马昂] [rating:1] 好好游戏被策划毁了.脱坑两个月,点开一看,居然4.7分...

[ID:why¥@—1234567] [rating:1] 外挂用户乱行.垃圾游戏,飞机乱飞都不封,还装模作样软封,违规用户多次投诉也没用,设置的活动也是在室外闹区繁华地段,看上去就像非法聚众,给其他游客居民也带来不好影响,建议有关部门关闭此类游戏,避免线下活动恶化

[ID:!Tank!] [rating:5] 一起来抓妖.就是御灵团战离我太远不方便.打神灵boss太远.其他都还行.就是灵力很快就用玩了.可以玩性还是很高的.特殊题材.

[ID:路过不着痕迹] [rating:1] 脑残策划出品的大坑游戏.对新玩家极度不友好,对现有老玩家也改成了劝退大法.真正是所遇到过最特么无语的游戏了.本来行者互助还能提供一点点升级必用的钻石,现在取消了,要升级.1RMB兑换100钻,一个30级怪升到45级要花30钻左右.林林总总百多个怪,要花多少钱,你们算算吧

[ID:瑞瑞爱熊] [rating:1] 乱封号.垃圾游戏垃圾服务器没开挂没作弊都被封号,客服还不管,一点都不合理的系统跟管制.

[ID:考虑下阿] [rating:1] 劝人捉妖,天打雷劈.朋友们,现在走还来的急,不然早晚要被这恶心的游戏策划玩死.游戏为了开心,这游戏让大家恶心

[ID:fdrhkrsfcj] [rating:1] 呵呵.拖再多,也掩盖不了抄袭的本质.策划垃圾.

[ID:CcYy2012] [rating:1] 垃圾游戏故意封号.一共玩了两天,给我封号十年.客服是瞎吗看不见我写的问卷.还不给我解封.太恶心了吧我就一正常玩家给我封号.两个礼拜了也不给我解封也不给我反馈.破游戏我还用得着受你这个气.直接卸载,我之前还给朋友安利过这个游戏,呵呵现在让他们全卸载,拜拜～

[ID:ddrbao] [rating:4] 改版后,策划的脑子水少点了….支持策划脑子的水越来越少…

[ID:lllandzyy] [rating:4] 游戏不错但是玩的我好累该给的不给.4/11号跳出来一起来捉妖这个游戏很好奇然后就下载了玩了游戏很新颖很有趣很好玩玩到现在就觉得游戏一点不友好基本上天天玩了吧充钱也不少了灵石开到现在也900多了雨收云也不给别人200多个灵石就出两个雨收云现在都出风振叶了现在让我有点不想玩了游戏平衡.

[ID:我祝你游安康] [rating:2] 策划真是脑残.中午12点打擂台,11点半策划上班开始更新到下午,1个G的更新包没WiFi不能下载,晚上下班回家已经超时不能做日常,我玩你马了
